condition,run,seg,L_k_m,Kp,Kth,t_arrive_s,eps_m,T_bound_s,within_bound,d_at_switch_m,V_before,V_after,t_switch_s
halt1cm_fixedL1,9,2,0.594017,0.800000,1.700000,4.0290,0.01,11.0680,1,0.009990,0.00328773,1.95691244,9.8510
halt1cm_fixedL1,9,3,0.242372,0.800000,1.700000,3.7170,0.01,8.8863,1,0.009996,0.00422980,1.28970300,13.5680
halt1cm_fixedL1,9,4,0.383777,0.800000,1.700000,3.8280,0.01,9.9985,1,0.009992,0.00369825,0.30537832,17.3960
halt1cm_fixedL1,9,5,0.194045,0.800000,1.700000,2.9800,0.01,8.3549,1,0.009986,0.00005246,0.88764829,20.3760
halt1cm_fixedL1,9,6,0.840976,0.800000,1.700000,3.9730,0.01,11.9250,1,0.009984,0.00277051,0.35069250,24.3490
halt1cm_fixedL1,9,7,0.463540,0.800000,1.700000,3.4130,0.01,10.4596,1,0.009997,0.00107125,,27.7620
halt1cm_fixedL1,10,0,0.285516,0.800000,1.700000,3.5690,0.01,9.2808,1,0.009998,0.00310517,1.50043114,3.5690
halt1cm_fixedL1,10,1,0.587564,0.800000,1.700000,4.0600,0.01,11.0412,1,0.009985,0.00326034,0.41872500,7.6290
halt1cm_fixedL1,10,2,0.835398,0.800000,1.700000,3.6110,0.01,11.9085,1,0.009991,0.00049764,0.08609634,11.2400
halt1cm_fixedL1,10,3,0.312403,0.800000,1.700000,3.0230,0.01,9.4985,1,0.009993,0.00005015,2.40652752,14.2630
halt1cm_fixedL1,10,4,0.886961,0.800000,1.700000,4.4240,0.01,12.0565,1,0.009991,0.00194156,2.40199808,18.6870
halt1cm_fixedL1,10,5,0.745509,0.800000,1.700000,4.3360,0.01,11.6275,1,0.009998,0.00227360,1.44453284,23.0230
halt1cm_fixedL1,10,6,0.378741,0.800000,1.700000,3.8690,0.01,9.9663,1,0.009996,0.00381125,0.03952423,26.8920
halt1cm_fixedL1,10,7,0.170449,0.800000,1.700000,2.6300,0.01,8.0476,1,0.009985,0.00008796,2.85352038,29.5220
halt1cm_fixedL1,10,8,0.895488,0.800000,1.700000,4.4960,0.01,12.0802,1,0.009993,0.00162354,0.32415900,34.0180
halt1cm_fixedL1,10,9,0.799345,0.800000,1.700000,3.5020,0.01,11.7996,1,0.010000,0.00005926,1.93738769,37.5200
halt1cm_fixedL1,10,10,0.817783,0.800000,1.700000,4.3130,0.01,11.8559,1,0.009995,0.00243023,0.24020537,41.8330
halt1cm_fixedL1,10,11,0.181857,0.800000,1.700000,2.8340,0.01,8.2009,1,0.009996,0.00009816,0.39341017,44.6670
halt1cm_fixedL1,10,12,0.877465,0.800000,1.700000,3.5420,0.01,12.0299,1,0.009993,0.00012272,0.40893754,48.2090
halt1cm_fixedL1,10,13,0.441267,0.800000,1.700000,3.4570,0.01,10.3392,1,0.009987,0.00134072,2.19806358,51.6660
halt1cm_fixedL1,10,14,0.171980,0.800000,1.700000,3.5190,0.01,8.0687,1,0.009997,0.00386784,0.12139570,55.1850
halt1cm_fixedL1,10,15,0.179312,0.800000,1.700000,2.7420,0.01,8.1675,1,0.009999,0.00024101,0.48725405,57.9270
halt1cm_fixedL1,10,16,0.972990,0.800000,1.700000,3.6100,0.01,12.2855,1,0.009997,0.00013622,,61.5370
halt1cm_fixedL1,11,0,0.277919,0.800000,1.700000,2.9690,0.01,9.2157,1,0.009989,0.00005063,1.66159402,2.9690
halt1cm_fixedL1,11,1,0.685200,0.800000,1.700000,4.1880,0.01,11.4195,1,0.009983,0.00291785,0.22141231,7.1570
halt1cm_fixedL1,11,2,0.620978,0.800000,1.700000,3.4090,0.01,11.1772,1,0.009996,0.00011584,0.35391051,10.5660
halt1cm_fixedL1,11,3,0.546029,0.800000,1.700000,3.4920,0.01,10.8611,1,0.009991,0.00104086,1.29438403,14.0580
halt1cm_fixedL1,11,4,0.268588,0.800000,1.700000,3.6170,0.01,9.1333,1,0.009999,0.00350824,1.72181708,17.6750
halt1cm_fixedL1,11,5,0.496784,0.800000,1.700000,4.0620,0.01,10.6292,1,0.009997,0.00346516,2.75212153,21.7370
halt1cm_fixedL1,11,6,0.647664,0.800000,1.700000,4.3130,0.01,11.2807,1,0.009997,0.00237951,0.30979949,26.0500
halt1cm_fixedL1,11,7,0.137364,0.800000,1.700000,2.7700,0.01,7.5413,1,0.009993,0.00079508,0.49951618,28.8200
halt1cm_fixedL1,11,8,0.906258,0.800000,1.700000,3.6280,0.01,12.1097,1,0.009982,0.00072211,0.68172850,32.4480
halt1cm_fixedL1,11,9,0.715344,0.800000,1.700000,3.8110,0.01,11.5256,1,0.009982,0.00245200,0.67977324,36.2590
halt1cm_fixedL1,11,10,0.993105,0.800000,1.700000,3.8060,0.01,12.3361,1,0.009997,0.00150671,0.89973480,40.0650
halt1cm_fixedL1,11,11,0.247954,0.800000,1.700000,3.4150,0.01,8.9410,1,0.009995,0.00232095,1.50552907,43.4800
halt1cm_fixedL1,11,12,0.505656,0.800000,1.700000,3.9980,0.01,10.6726,1,0.009991,0.00348860,0.03234146,47.4780
halt1cm_fixedL1,11,13,0.208892,0.800000,1.700000,2.7620,0.01,8.5305,1,0.009984,0.00026158,0.41876914,50.2400
halt1cm_fixedL1,11,14,0.865806,0.800000,1.700000,3.5860,0.01,11.9969,1,0.009999,0.00033000,0.80044810,53.8260
halt1cm_fixedL1,11,15,0.372517,0.800000,1.700000,3.6130,0.01,9.9259,1,0.009984,0.00282021,0.27180834,57.4390
halt1cm_fixedL1,11,16,0.680007,0.800000,1.700000,3.4460,0.01,11.4008,1,0.009988,0.00027826,0.64057136,60.8850
halt1cm_fixedL1,11,17,0.133408,0.800000,1.700000,2.9230,0.01,7.4732,1,0.010000,0.00005561,2.54310338,63.8080
halt1cm_fixedL1,11,18,0.507057,0.800000,1.700000,4.2010,0.01,10.6794,1,0.009990,0.00308766,0.19855936,68.0090
halt1cm_fixedL1,11,19,0.231192,0.800000,1.700000,2.9440,0.01,8.7730,1,0.009992,0.00006208,,70.9530
halt1cm_fixedL1,12,0,0.327556,0.800000,1.700000,3.4560,0.01,9.6133,1,0.009991,0.00198483,0.44670889,3.4560
halt1cm_fixedL1,12,1,0.129228,0.800000,1.700000,2.7840,0.01,7.3993,1,0.009991,0.00042551,0.05072216,6.2400
halt1cm_fixedL1,12,2,0.315827,0.800000,1.700000,2.9950,0.01,9.5249,1,0.009986,0.00010494,0.08120239,9.2350
halt1cm_fixedL1,12,3,0.341492,0.800000,1.700000,3.0580,0.01,9.7145,1,0.009997,0.00005426,2.12153796,12.2930
halt1cm_fixedL1,12,4,0.164582,0.800000,1.700000,3.4830,0.01,7.9650,1,0.009996,0.00361487,2.44663532,15.7760
halt1cm_fixedL1,12,5,0.984011,0.800000,1.700000,4.4650,0.01,12.3134,1,0.009984,0.00176192,1.04879619,20.2410
halt1cm_fixedL1,12,6,0.926317,0.800000,1.700000,4.0170,0.01,12.1639,1,0.009991,0.00276186,1.10627725,24.2580
halt1cm_fixedL1,12,7,0.958213,0.800000,1.700000,4.0510,0.01,12.2476,1,0.009989,0.00275931,0.31605617,28.3090
halt1cm_fixedL1,12,8,0.643690,0.800000,1.700000,3.5170,0.01,11.2656,1,0.009983,0.00059217,1.96139043,31.8260
halt1cm_fixedL1,12,9,0.764358,0.800000,1.700000,4.2960,0.01,11.6891,1,0.009988,0.00251865,0.29842218,36.1220
halt1cm_fixedL1,12,10,0.412253,0.800000,1.700000,3.3190,0.01,10.1730,1,0.009995,0.00077522,2.09301005,39.4410
halt1cm_fixedL1,12,11,0.940707,0.800000,1.700000,4.3980,0.01,12.2020,1,0.009985,0.00209657,0.76720911,43.8390
halt1cm_fixedL1,12,12,0.716562,0.800000,1.700000,3.8240,0.01,11.5298,1,0.009981,0.00264277,0.26422830,47.6630
halt1cm_fixedL1,12,13,0.322717,0.800000,1.700000,3.2250,0.01,9.5772,1,0.009993,0.00033753,0.38175471,50.8880
halt1cm_fixedL1,12,14,0.650669,0.800000,1.700000,3.5530,0.01,11.2921,1,0.009983,0.00101699,0.62251705,54.4410
halt1cm_fixedL1,12,15,0.609958,0.800000,1.700000,3.7150,0.01,11.1331,1,0.009984,0.00235765,2.09213185,58.1560
halt1cm_fixedL1,12,16,0.963956,0.800000,1.700000,4.3890,0.01,12.2624,1,0.009989,0.00207964,2.12697320,62.5450
halt1cm_fixedL1,12,17,0.351283,0.800000,1.700000,3.9150,0.01,9.7832,1,0.009995,0.00405946,1.36605697,66.4600
halt1cm_fixedL1,12,18,0.335278,0.800000,1.700000,3.7290,0.01,9.6699,1,0.009983,0.00376437,0.80392134,70.1890
halt1cm_fixedL1,12,19,0.889367,0.800000,1.700000,3.8770,0.01,12.0632,1,0.009998,0.00240379,,74.0660
halt1cm_fixedL1,13,0,0.480936,0.800000,1.700000,3.8670,0.01,10.5498,1,0.010000,0.00342938,0.81596761,3.8670
halt1cm_fixedL1,13,1,0.185289,0.800000,1.700000,3.2470,0.01,8.2452,1,0.009996,0.00112672,0.15445189,7.1140
halt1cm_fixedL1,13,2,0.533122,0.800000,1.700000,3.2980,0.01,10.8023,1,0.009985,0.00007380,0.37714107,10.4120
halt1cm_fixedL1,13,3,0.322623,0.800000,1.700000,3.2890,0.01,9.5765,1,0.010000,0.00082288,0.28263044,13.7010
halt1cm_fixedL1,13,4,0.704629,0.800000,1.700000,3.4660,0.01,11.4884,1,0.009981,0.00022019,0.10544804,17.1670
halt1cm_fixedL1,13,5,0.339342,0.800000,1.700000,3.0820,0.01,9.6991,1,0.009984,0.00005760,0.70593228,20.2490
halt1cm_fixedL1,13,6,0.251699,0.800000,1.700000,3.3580,0.01,8.9770,1,0.009991,0.00169512,0.32143936,23.6070
halt1cm_fixedL1,13,7,0.551798,0.800000,1.700000,3.4730,0.01,10.8869,1,0.009991,0.00083567,0.46986004,27.0800
halt1cm_fixedL1,13,8,0.322397,0.800000,1.700000,3.3480,0.01,9.5748,1,0.009997,0.00125427,2.60669052,30.4280
halt1cm_fixedL1,13,9,0.860262,0.800000,1.700000,4.4430,0.01,11.9810,1,0.009987,0.00185050,2.21537111,34.8710
halt1cm_fixedL1,13,10,0.979710,0.800000,1.700000,4.4550,0.01,12.3025,1,0.009995,0.00192529,1.43632467,39.3260
halt1cm_fixedL1,13,11,0.686542,0.800000,1.700000,4.0950,0.01,11.4243,1,0.009994,0.00305829,1.46734810,43.4210
halt1cm_fixedL1,13,12,0.237590,0.800000,1.700000,3.6120,0.01,8.8384,1,0.009986,0.00362424,0.43015817,47.0330
halt1cm_fixedL1,13,13,0.412272,0.800000,1.700000,3.4660,0.01,10.1731,1,0.009989,0.00141015,0.80857259,50.4990
halt1cm_fixedL1,13,14,0.545596,0.800000,1.700000,3.7810,0.01,10.8591,1,0.009998,0.00295446,0.67292867,54.2800
halt1cm_fixedL1,13,15,0.694588,0.800000,1.700000,3.7670,0.01,11.4530,1,0.009986,0.00240429,,58.0470
halt1cm_fixedL1,14,0,0.128422,0.800000,1.700000,2.5530,0.01,7.3848,1,0.009997,0.00082345,0.39563409,2.5530
halt1cm_fixedL1,14,1,0.887856,0.800000,1.700000,3.5490,0.01,12.0590,1,0.009984,0.00005231,1.56535502,6.1020
halt1cm_fixedL1,14,2,0.409164,0.800000,1.700000,3.9120,0.01,10.1547,1,0.010000,0.00377961,2.07624800,10.0140
halt1cm_fixedL1,14,3,0.262104,0.800000,1.700000,3.7400,0.01,9.0745,1,0.009997,0.00432293,0.75075260,13.7540
halt1cm_fixedL1,14,4,0.350734,0.800000,1.700000,3.5280,0.01,9.7794,1,0.009990,0.00255427,0.57993173,17.2820
halt1cm_fixedL1,14,5,0.783380,0.800000,1.700000,3.7260,0.01,11.7498,1,0.009996,0.00179803,0.02913275,21.0080
halt1cm_fixedL1,14,6,0.173094,0.800000,1.700000,2.6370,0.01,8.0840,1,0.010000,0.00030713,0.26763676,23.6450
halt1cm_fixedL1,14,7,0.339040,0.800000,1.700000,3.2450,0.01,9.6970,1,0.009987,0.00041310,1.10673400,26.8900
halt1cm_fixedL1,14,8,0.592328,0.800000,1.700000,3.9470,0.01,11.0610,1,0.009995,0.00326474,2.36111887,30.8370
halt1cm_fixedL1,14,9,0.930558,0.800000,1.700000,4.4210,0.01,12.1752,1,0.009993,0.00191247,2.44259900,35.2580
halt1cm_fixedL1,14,10,0.775677,0.800000,1.700000,4.3600,0.01,11.7254,1,0.009986,0.00216451,1.57881571,39.6180
halt1cm_fixedL1,14,11,0.464173,0.800000,1.700000,4.0070,0.01,10.4629,1,0.009990,0.00360333,0.33029190,43.6250
halt1cm_fixedL1,14,12,0.203451,0.800000,1.700000,2.9720,0.01,8.4675,1,0.009989,0.00008825,,46.5970
halt1cm_fixedL1,15,0,0.786001,0.800000,1.700000,4.1900,0.01,11.7580,1,0.009983,0.00281112,0.45688728,4.1900
halt1cm_fixedL1,15,1,0.614314,0.800000,1.700000,3.6390,0.01,11.1506,1,0.009998,0.00159727,2.44476596,7.8290
halt1cm_fixedL1,15,2,0.888878,0.800000,1.700000,4.4280,0.01,12.0619,1,0.009995,0.00191264,0.60874413,12.2570
halt1cm_fixedL1,15,3,0.111395,0.800000,1.700000,2.8220,0.01,7.0566,1,0.009994,0.00053146,0.12603112,15.0790
halt1cm_fixedL1,15,4,0.463248,0.800000,1.700000,3.2460,0.01,10.4581,1,0.010000,0.00005032,0.32923365,18.3250
halt1cm_fixedL1,15,5,0.642075,0.800000,1.700000,3.5020,0.01,11.2594,1,0.009998,0.00070783,0.36042882,21.8270
halt1cm_fixedL1,15,6,0.300049,0.800000,1.700000,3.2470,0.01,9.4008,1,0.009985,0.00063459,1.84644681,25.0740
halt1cm_fixedL1,15,7,0.761602,0.800000,1.700000,4.2700,0.01,11.6802,1,0.009990,0.00261113,,29.3440
halt1cm_fixedL1,16,0,0.970621,0.800000,1.700000,3.9790,0.01,12.2795,1,0.010000,0.00256256,0.12563549,3.9790
halt1cm_fixedL1,16,1,0.357167,0.800000,1.700000,3.1120,0.01,9.8235,1,0.009983,0.00013352,0.45216193,7.0910
halt1cm_fixedL1,16,2,0.937256,0.800000,1.700000,3.5840,0.01,12.1929,1,0.009985,0.00013637,2.26533621,10.6750
halt1cm_fixedL1,16,3,0.786043,0.800000,1.700000,4.3580,0.01,11.7581,1,0.009981,0.00224544,1.90518421,15.0330
halt1cm_fixedL1,16,4,0.230356,0.800000,1.700000,3.6350,0.01,8.7643,1,0.009998,0.00411051,2.68069258,18.6680
halt1cm_fixedL1,16,5,0.670286,0.800000,1.700000,4.3270,0.01,11.3653,1,0.009993,0.00233169,1.81224806,22.9950
halt1cm_fixedL1,16,6,0.674092,0.800000,1.700000,4.1840,0.01,11.3792,1,0.009998,0.00287049,0.06396505,27.1790
halt1cm_fixedL1,16,7,0.236838,0.800000,1.700000,2.8430,0.01,8.8308,1,0.009995,0.00005080,0.71200673,30.0220
halt1cm_fixedL1,16,8,0.845265,0.800000,1.700000,3.8460,0.01,11.9375,1,0.010000,0.00226219,0.53738499,33.8680
halt1cm_fixedL1,16,9,0.987292,0.800000,1.700000,3.6390,0.01,12.3216,1,0.009991,0.00044869,0.13183353,37.5070
halt1cm_fixedL1,16,10,0.513437,0.800000,1.700000,3.2590,0.01,10.7100,1,0.009988,0.00005142,1.68497266,40.7660
halt1cm_fixedL1,16,11,0.140959,0.800000,1.700000,3.3150,0.01,7.6015,1,0.009992,0.00218089,0.07500942,44.0810
halt1cm_fixedL1,16,12,0.385676,0.800000,1.700000,3.1070,0.01,10.0105,1,0.009990,0.00004993,0.35468308,47.1880
halt1cm_fixedL1,16,13,0.421641,0.800000,1.700000,3.4000,0.01,10.2280,1,0.009989,0.00102187,1.38538703,50.5880
halt1cm_fixedL1,16,14,0.469718,0.800000,1.700000,3.9410,0.01,10.4920,1,0.009989,0.00358291,,54.5290
halt1cm_fixedL1,17,0,0.847487,0.800000,1.700000,4.0650,0.01,11.9440,1,0.009987,0.00288921,0.35223125,4.0650
halt1cm_fixedL1,17,1,0.183775,0.800000,1.700000,2.9260,0.01,8.2258,1,0.009997,0.00005153,1.65577978,6.9910
halt1cm_fixedL1,17,2,0.681735,0.800000,1.700000,4.1610,0.01,11.4070,1,0.009996,0.00294466,0.98346967,11.1520
halt1cm_fixedL1,17,3,0.914832,0.800000,1.700000,4.0440,0.01,12.1330,1,0.009980,0.00280119,1.95927454,15.1960
halt1cm_fixedL1,17,4,0.444732,0.800000,1.700000,4.0550,0.01,10.3583,1,0.009998,0.00361315,1.14528005,19.2510
halt1cm_fixedL1,17,5,0.319830,0.800000,1.700000,3.6930,0.01,9.5554,1,0.009990,0.00348526,1.22279121,22.9440
halt1cm_fixedL1,17,6,0.589394,0.800000,1.700000,3.9720,0.01,11.0488,1,0.009983,0.00329487,1.13561131,26.9160
halt1cm_fixedL1,17,7,0.745057,0.800000,1.700000,4.0170,0.01,11.6260,1,0.009981,0.00302391,1.89252367,30.9330
halt1cm_fixedL1,17,8,0.115276,0.800000,1.700000,3.2460,0.01,7.1353,1,0.009999,0.00156566,0.22934403,34.1790
halt1cm_fixedL1,17,9,0.114085,0.800000,1.700000,2.5610,0.01,7.1114,1,0.009993,0.00210299,0.68229536,36.7400
halt1cm_fixedL1,17,10,0.195481,0.800000,1.700000,3.1500,0.01,8.3724,1,0.009984,0.00083722,0.55768871,39.8900
halt1cm_fixedL1,17,11,0.920555,0.800000,1.700000,3.6960,0.01,12.1485,1,0.009999,0.00103904,0.20620124,43.5860
halt1cm_fixedL1,17,12,0.450078,0.800000,1.700000,3.3060,0.01,10.3875,1,0.009985,0.00029256,0.32038854,46.8920
halt1cm_fixedL1,17,13,0.375541,0.800000,1.700000,3.3240,0.01,9.9456,1,0.009999,0.00075021,0.35242672,50.2160
halt1cm_fixedL1,17,14,0.248551,0.800000,1.700000,3.1320,0.01,8.9467,1,0.009999,0.00032398,0.54140522,53.3480
halt1cm_fixedL1,17,15,0.967185,0.800000,1.700000,3.6720,0.01,12.2707,1,0.009993,0.00061253,2.39893746,57.0200
halt1cm_fixedL1,17,16,0.749995,0.800000,1.700000,4.3630,0.01,11.6423,1,0.009996,0.00224332,2.25318799,61.3830
halt1cm_fixedL1,17,17,0.770084,0.800000,1.700000,4.3260,0.01,11.7075,1,0.009999,0.00231237,,65.7090
halt1cm_fixedL1,18,0,0.871044,0.800000,1.700000,3.5790,0.01,12.0118,1,0.009990,0.00028297,2.59845429,3.5790
halt1cm_fixedL1,18,1,0.855324,0.800000,1.700000,4.4440,0.01,11.9668,1,0.009996,0.00186499,0.41917160,8.0230
halt1cm_fixedL1,18,2,0.540213,0.800000,1.700000,3.5160,0.01,10.8348,1,0.009985,0.00143741,0.34774912,11.5390
halt1cm_fixedL1,18,3,0.810590,0.800000,1.700000,3.5230,0.01,11.8341,1,0.009981,0.00014824,0.18479783,15.0620
halt1cm_fixedL1,18,4,0.589854,0.800000,1.700000,3.3460,0.01,11.0507,1,0.009983,0.00008096,0.13208868,18.4080
halt1cm_fixedL1,18,5,0.188354,0.800000,1.700000,2.7880,0.01,8.2841,1,0.009990,0.00027504,1.42419697,21.1960
halt1cm_fixedL1,18,6,0.184403,0.800000,1.700000,3.4040,0.01,8.2338,1,0.009984,0.00275721,,24.6000
halt1cm_fixedL1,19,0,0.399997,0.800000,1.700000,3.5310,0.01,10.0994,1,0.009990,0.00208385,2.68491679,3.5310
halt1cm_fixedL1,19,1,0.405623,0.800000,1.700000,4.0730,0.01,10.1335,1,0.009993,0.00366355,1.77952912,7.6040
halt1cm_fixedL1,19,2,0.765975,0.800000,1.700000,4.2270,0.01,11.6943,1,0.009988,0.00267113,0.92987717,11.8310
halt1cm_fixedL1,19,3,0.867468,0.800000,1.700000,4.0100,0.01,12.0016,1,0.009991,0.00280896,1.50508874,15.8410
halt1cm_fixedL1,19,4,0.887135,0.800000,1.700000,4.2500,0.01,12.0570,1,0.009998,0.00267651,2.28320568,20.0910
halt1cm_fixedL1,19,5,0.592282,0.800000,1.700000,4.2520,0.01,11.0608,1,0.009986,0.00281961,0.28899620,24.3430
halt1cm_fixedL1,19,6,0.176491,0.800000,1.700000,2.9150,0.01,8.1300,1,0.009986,0.00014403,1.42557225,27.2580
halt1cm_fixedL1,19,7,0.321172,0.800000,1.700000,3.7690,0.01,9.5656,1,0.009995,0.00384275,,31.0270
